game_id,owners,average_forever,average_2weeks,median_forever,median_2weeks,players_forever,players_2weeks,price,initialprice,discount,ccu,followers
702320,"200,000 .. 500,000",7386,0,34,0,,,0.0,0.0,0.0,846,
1343670,"200,000 .. 500,000",1244,0,533,0,,,1499.0,1499.0,0.0,52,
427290,"1,000,000 .. 2,000,000",916,1491,488,1869,,,799.0,3999.0,80.0,267,
3711140,"0 .. 20,000",0,0,0,0,,,,,,0,
3021100,"100,000 .. 200,000",303,0,319,0,,,1999.0,1999.0,0.0,34,
1574820,"100,000 .. 200,000",827,207,966,207,,,1999.0,1999.0,0.0,88,
3103150,"0 .. 20,000",0,0,0,0,,,799.0,799.0,0.0,0,
638230,"500,000 .. 1,000,000",143,43,102,43,,,494.0,1499.0,67.0,60,
3355800,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
460950,"2,000,000 .. 5,000,000",541,5,323,5,,,1499.0,1499.0,0.0,82,
1601580,"500,000 .. 1,000,000",795,624,549,624,,,4499.0,4499.0,0.0,525,
1540210,"20,000 .. 50,000",290,145,360,145,,,2799.0,4999.0,44.0,30,
1351240,"100,000 .. 200,000",488,269,479,269,,,2999.0,2999.0,0.0,96,
539470,"500,000 .. 1,000,000",267,2,168,4,,,299.0,1999.0,85.0,18,
282070,"2,000,000 .. 5,000,000",765,222,269,242,,,1999.0,1999.0,0.0,756,
249130,"1,000,000 .. 2,000,000",1587,54,647,54,,,1999.0,1999.0,0.0,298,
2614920,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
2440490,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
571710,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
1149460,"500,000 .. 1,000,000",2629,673,935,802,,,3499.0,3499.0,0.0,1492,
813630,"500,000 .. 1,000,000",1083,0,569,0,,,1999.0,1999.0,0.0,103,
2616140,"20,000 .. 50,000",559,0,604,0,,,1899.0,1899.0,0.0,36,
2507010,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
2963880,"200,000 .. 500,000",213,0,186,0,,,899.0,899.0,0.0,23,
1850570,"1,000,000 .. 2,000,000",1565,456,590,531,,,3999.0,3999.0,0.0,1604,
3002850,"0 .. 20,000",23,0,23,0,,,5999.0,5999.0,0.0,1,
1066780,"1,000,000 .. 2,000,000",3368,502,1105,862,,,999.0,3999.0,75.0,3465,
1442430,"100,000 .. 200,000",630,237,501,336,,,2499.0,2499.0,0.0,143,
1092790,"2,000,000 .. 5,000,000",901,353,641,417,,,799.0,1999.0,60.0,1301,
367500,"2,000,000 .. 5,000,000",1729,2,408,2,,,479.0,2999.0,84.0,329,
501300,"500,000 .. 1,000,000",145,118,133,127,,,499.0,1999.0,75.0,70,
1260320,"2,000,000 .. 5,000,000",700,254,247,117,,,1999.0,1999.0,0.0,3070,
925580,"0 .. 20,000",0,0,0,0,,,1799.0,1799.0,0.0,0,
2555190,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
1563180,"200,000 .. 500,000",466,240,393,240,,,1999.0,1999.0,0.0,45,
1943610,"0 .. 20,000",0,0,0,0,,,,,,0,
1561960,"20,000 .. 50,000",0,0,0,0,,,999.0,1999.0,50.0,11,
1876590,"100,000 .. 200,000",200,0,195,0,,,1999.0,1999.0,0.0,22,
2634890,"50,000 .. 100,000",298,5,219,5,,,2999.0,4999.0,40.0,50,
1829591,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
505460,"1,000,000 .. 2,000,000",3176,795,490,984,,,2999.0,2999.0,0.0,2821,
485510,"2,000,000 .. 5,000,000",2539,309,1108,315,,,4999.0,4999.0,0.0,291,
1703340,"1,000,000 .. 2,000,000",305,326,252,326,,,2499.0,2499.0,0.0,73,
568220,"1,000,000 .. 2,000,000",1499,445,328,531,,,2499.0,2499.0,0.0,1524,
2665680,"500,000 .. 1,000,000",652,489,561,394,,,999.0,999.0,0.0,3392,
304380,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
2221490,"1,000,000 .. 2,000,000",4269,344,617,209,,,2999.0,2999.0,0.0,9481,
536220,"1,000,000 .. 2,000,000",704,0,521,0,,,374.0,1499.0,75.0,110,
2570210,"50,000 .. 100,000",902,0,899,0,,,1999.0,1999.0,0.0,125,
3276060,"0 .. 20,000",0,0,0,0,,,5599.0,7999.0,30.0,29,
1272080,"2,000,000 .. 5,000,000",2160,677,815,859,,,2999.0,2999.0,0.0,644,
204340,"1,000,000 .. 2,000,000",277,3,127,3,,,999.0,999.0,0.0,61,
1088790,"200,000 .. 500,000",490,44,239,58,,,449.0,1499.0,70.0,358,
1547000,"500,000 .. 1,000,000",1573,1590,1076,1593,,,5999.0,5999.0,0.0,330,
1881200,"200,000 .. 500,000",809,92,1096,92,,,1359.0,1699.0,20.0,33,
1324340,"50,000 .. 100,000",1277,0,1675,0,,,5999.0,5999.0,0.0,14,
2815270,"0 .. 20,000",0,0,0,0,,,3999.0,3999.0,0.0,0,
488310,"200,000 .. 500,000",165,17,132,17,,,2999.0,2999.0,0.0,4,
7940,"2,000,000 .. 5,000,000",1081,187,460,270,,,1999.0,1999.0,0.0,377,
410340,"500,000 .. 1,000,000",2221,241,835,431,,,1999.0,1999.0,0.0,423,
447020,"1,000,000 .. 2,000,000",6108,1,1731,1,,,1499.0,1499.0,0.0,221,
2688950,"200,000 .. 500,000",635,57,510,83,,,4999.0,4999.0,0.0,1213,
3244220,"500,000 .. 1,000,000",195,81,139,83,,,399.0,499.0,20.0,248,
2137370,"0 .. 20,000",0,0,0,0,,,599.0,799.0,25.0,0,
214510,"1,000,000 .. 2,000,000",474,0,91,0,,,399.0,1999.0,80.0,154,
509980,"1,000,000 .. 2,000,000",425,12,252,12,,,1999.0,1999.0,0.0,121,
8930,"10,000,000 .. 20,000,000",7980,866,2448,236,,,2999.0,2999.0,0.0,12206,
24240,"2,000,000 .. 5,000,000",800,9,203,9,,,149.0,1499.0,90.0,38,
834910,"1,000,000 .. 2,000,000",13150,916,1173,916,,,599.0,2999.0,80.0,468,
2637940,"50,000 .. 100,000",352,0,352,0,,,1199.0,1499.0,20.0,0,
750130,"200,000 .. 500,000",357,268,195,354,,,3999.0,3999.0,0.0,38,
70,"10,000,000 .. 20,000,000",1658,327,133,50,,,999.0,999.0,0.0,634,
3487970,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
986130,"500,000 .. 1,000,000",817,75,394,84,,,2499.0,2499.0,0.0,286,
1509960,"1,000,000 .. 2,000,000",187,106,146,116,,,499.0,499.0,0.0,124,
601670,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
2814240,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
2478970,"200,000 .. 500,000",544,243,100,352,,,1199.0,2999.0,60.0,252,
531130,"0 .. 20,000",0,0,0,0,,,1799.0,1799.0,0.0,0,
1357210,"200,000 .. 500,000",2540,0,2982,0,,,3999.0,3999.0,0.0,330,
304390,"5,000,000 .. 10,000,000",2237,213,654,107,,,2999.0,2999.0,0.0,2146,
1456361,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
3224420,"0 .. 20,000",2902,2128,683,2285,,,,,,0,
1599600,"1,000,000 .. 2,000,000",1234,239,576,157,,,1999.0,1999.0,0.0,832,
1817070,"2,000,000 .. 5,000,000",1673,167,1398,196,,,5999.0,5999.0,0.0,1190,
3046600,"200,000 .. 500,000",593,593,705,705,,,2999.0,2999.0,0.0,276,
2380740,"0 .. 20,000",0,0,0,0,,,2499.0,2499.0,0.0,0,
2782920,"0 .. 20,000",0,0,0,0,,,1699.0,1699.0,0.0,0,
220240,"2,000,000 .. 5,000,000",1356,95,735,84,,,1999.0,1999.0,0.0,488,
1360000,"200,000 .. 500,000",1621,1,512,1,,,1599.0,1599.0,0.0,125,
1695840,"200,000 .. 500,000",162,11,106,11,,,499.0,499.0,0.0,12,
1567020,"200,000 .. 500,000",444,0,458,0,,,3999.0,3999.0,0.0,38,
2903960,"0 .. 20,000",0,0,0,0,,,974.0,1299.0,25.0,0,
1158100,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
1809540,"1,000,000 .. 2,000,000",1058,336,587,375,,,2999.0,2999.0,0.0,625,
401920,"0 .. 20,000",0,0,0,0,,,1099.0,1099.0,0.0,0,
1569580,"200,000 .. 500,000",1483,596,1169,859,,,2999.0,2999.0,0.0,4395,
12150,"500,000 .. 1,000,000",332,0,98,0,,,999.0,999.0,0.0,36,
380600,"5,000,000 .. 10,000,000",1070,145,53,29,,,0.0,0.0,0.0,2781,
261640,"2,000,000 .. 5,000,000",1410,1339,516,1190,,,399.0,3999.0,90.0,437,
1808680,"200,000 .. 500,000",261,0,306,0,,,1999.0,1999.0,0.0,11,
274170,"2,000,000 .. 5,000,000",805,72,335,76,,,1499.0,1499.0,0.0,437,
2277560,"0 .. 20,000",0,0,0,0,,,4999.0,4999.0,0.0,0,
436150,"2,000,000 .. 5,000,000",847,402,102,727,,,0.0,0.0,0.0,1053,
1348660,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
2787320,"0 .. 20,000",419,483,596,583,,,,,,0,
1022450,"1,000,000 .. 2,000,000",1149,129,92,185,,,0.0,0.0,0.0,507,
787860,"2,000,000 .. 5,000,000",13450,1489,2752,1489,,,1799.0,1799.0,0.0,983,
960090,"2,000,000 .. 5,000,000",3778,213,1385,82,,,1399.0,1399.0,0.0,7489,
22380,"5,000,000 .. 10,000,000",3316,527,997,650,,,999.0,999.0,0.0,3892,
1009560,"500,000 .. 1,000,000",762,108,207,140,,,299.0,1999.0,85.0,93,
2997790,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
620980,"2,000,000 .. 5,000,000",1784,91,690,115,,,2999.0,2999.0,0.0,423,
230290,"1,000,000 .. 2,000,000",529,48,178,48,,,2999.0,2999.0,0.0,357,
581660,"50,000 .. 100,000",70,0,29,0,,,1999.0,1999.0,0.0,3,
1121640,"200,000 .. 500,000",433,414,325,414,,,2999.0,2999.0,0.0,164,
641990,"2,000,000 .. 5,000,000",560,154,297,257,,,1999.0,1999.0,0.0,214,
109600,"5,000,000 .. 10,000,000",3318,130,344,130,,,0.0,0.0,0.0,665,
1341290,"500,000 .. 1,000,000",608,366,607,643,,,1799.0,1799.0,0.0,183,
250520,"200,000 .. 500,000",3446,526,812,526,,,449.0,1499.0,70.0,135,
223470,"5,000,000 .. 10,000,000",531,7,206,9,,,999.0,999.0,0.0,320,
1353230,"200,000 .. 500,000",746,29,501,29,,,3999.0,3999.0,0.0,140,
784150,"500,000 .. 1,000,000",5043,1057,1773,1464,,,3999.0,3999.0,0.0,2590,
2868390,"0 .. 20,000",0,0,0,0,,,399.0,399.0,0.0,0,
1097200,"500,000 .. 1,000,000",224,0,225,0,,,999.0,2499.0,60.0,26,
1071870,"500,000 .. 1,000,000",225,38,160,59,,,299.0,1499.0,80.0,300,
457140,"2,000,000 .. 5,000,000",4450,538,823,505,,,2499.0,2499.0,0.0,7545,
392160,"1,000,000 .. 2,000,000",6041,966,1336,1348,,,4999.0,4999.0,0.0,2141,
636480,"1,000,000 .. 2,000,000",1848,163,651,68,,,1799.0,1799.0,0.0,617,
1361000,"500,000 .. 1,000,000",202,0,145,0,,,999.0,999.0,0.0,26,
2281730,"0 .. 20,000",403,106,85,127,,,,,,0,
3453200,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
250760,"500,000 .. 1,000,000",957,0,442,0,,,3999.0,3999.0,0.0,69,
2960770,"0 .. 20,000",164,0,164,0,,,599.0,599.0,0.0,24,
3156770,"200,000 .. 500,000",1182,347,815,390,,,3999.0,3999.0,0.0,127,
1063420,"200,000 .. 500,000",881,135,645,204,,,1874.0,2499.0,25.0,514,
3313020,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
1222140,"2,000,000 .. 5,000,000",873,242,680,158,,,3999.0,3999.0,0.0,2344,
237990,"500,000 .. 1,000,000",597,0,267,0,,,2499.0,2499.0,0.0,24,
1243850,"100,000 .. 200,000",306,0,366,0,,,2499.0,2499.0,0.0,19,
406350,"200,000 .. 500,000",255,0,96,0,,,2499.0,2499.0,0.0,11,
1474700,"0 .. 20,000",244,55,65,62,,,0.0,0.0,0.0,0,
1483870,"1,000,000 .. 2,000,000",562,172,329,185,,,299.0,299.0,0.0,296,
831560,"200,000 .. 500,000",2210,0,1450,0,,,5999.0,5999.0,0.0,43,
2849080,"500,000 .. 1,000,000",836,534,591,986,,,1399.0,1999.0,30.0,386,
3678030,"0 .. 20,000",0,0,0,0,,,4999.0,4999.0,0.0,0,
1021210,"500,000 .. 1,000,000",54,52,57,52,,,2399.0,2999.0,20.0,527,
881020,"2,000,000 .. 5,000,000",3508,358,2502,377,,,2699.0,5999.0,55.0,996,
2693930,"100,000 .. 200,000",349,0,348,0,,,649.0,1299.0,50.0,26,
1858630,"100,000 .. 200,000",7465,401,8043,401,,,5999.0,5999.0,0.0,59,
3487990,"0 .. 20,000",0,0,0,0,,,9999.0,9999.0,0.0,0,
1135280,"0 .. 20,000",0,0,0,0,,,1199.0,1199.0,0.0,0,
567640,"1,000,000 .. 2,000,000",1809,10,1779,10,,,1399.0,3999.0,65.0,164,
2213190,"50,000 .. 100,000",226,0,292,0,,,749.0,999.0,25.0,72,
720250,"100,000 .. 200,000",317,0,158,0,,,999.0,999.0,0.0,15,
1613284,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
1089270,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
610380,"100,000 .. 200,000",83,0,92,0,,,524.0,1499.0,65.0,3,
347990,"0 .. 20,000",0,0,0,0,,,699.0,699.0,0.0,0,
1613284,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
379430,"2,000,000 .. 5,000,000",2478,605,1068,482,,,2999.0,2999.0,0.0,2520,
1089270,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
610380,"100,000 .. 200,000",83,0,92,0,,,524.0,1499.0,65.0,3,
347990,"0 .. 20,000",0,0,0,0,,,699.0,699.0,0.0,0,
315210,"500,000 .. 1,000,000",1060,132,773,132,,,699.0,6999.0,90.0,159,
674940,"2,000,000 .. 5,000,000",383,38,202,42,,,499.0,499.0,0.0,265,
1721060,"100,000 .. 200,000",700,0,844,0,,,3999.0,3999.0,0.0,71,
2328320,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
3678010,"0 .. 20,000",0,0,0,0,,,,,,0,
3518320,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
3178350,"20,000 .. 50,000",530,0,638,0,,,2499.0,2499.0,0.0,72,
371660,"1,000,000 .. 2,000,000",1184,50,883,50,,,2999.0,2999.0,0.0,235,
1587130,"200,000 .. 500,000",331,176,179,176,,,1249.0,2499.0,50.0,61,
1746860,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
405310,"500,000 .. 1,000,000",803,0,353,0,,,399.0,1999.0,80.0,97,
221910,"2,000,000 .. 5,000,000",259,0,135,0,,,1499.0,1499.0,0.0,21,
1016920,"1,000,000 .. 2,000,000",352,292,242,432,,,399.0,1999.0,80.0,182,
2314720,"50,000 .. 100,000",136,0,158,0,,,799.0,799.0,0.0,6,
2009350,"100,000 .. 200,000",1108,119,1018,126,,,2499.0,2499.0,0.0,493,
3228520,"0 .. 20,000",0,0,0,0,,,1099.0,1099.0,0.0,0,
1689620,"100,000 .. 200,000",907,0,1124,0,,,5999.0,5999.0,0.0,99,
427730,"2,000,000 .. 5,000,000",179,48,94,48,,,699.0,699.0,0.0,75,
444090,"10,000,000 .. 20,000,000",3811,1396,496,89,,,0.0,0.0,0.0,1028,
2080690,"500,000 .. 1,000,000",995,711,742,763,,,1999.0,1999.0,0.0,472,
1281630,"500,000 .. 1,000,000",820,1,542,1,,,1499.0,1499.0,0.0,260,
304390,"5,000,000 .. 10,000,000",2237,213,654,107,,,2999.0,2999.0,0.0,2146,
2302660,"500,000 .. 1,000,000",719,0,1162,0,,,1399.0,1399.0,0.0,62,
1778820,"1,000,000 .. 2,000,000",4952,582,1184,220,,,5999.0,5999.0,0.0,4409,
2686650,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
2819590,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
3469800,"0 .. 20,000",0,0,0,0,,,2499.0,2499.0,0.0,0,
1732190,"200,000 .. 500,000",1177,0,1355,0,,,3999.0,3999.0,0.0,22,
1393111,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
1462040,"1,000,000 .. 2,000,000",1645,252,1188,310,,,3999.0,3999.0,0.0,761,
1393110,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
352400,"1,000,000 .. 2,000,000",842,7,348,7,,,1999.0,1999.0,0.0,95,
3355800,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
850190,"200,000 .. 500,000",445,58,287,58,,,989.0,2999.0,67.0,474,
2506160,"200,000 .. 500,000",145,0,141,0,,,999.0,999.0,0.0,22,
633230,"2,000,000 .. 5,000,000",1772,17,478,17,,,1999.0,1999.0,0.0,255,
1774580,"1,000,000 .. 2,000,000",1950,826,1652,639,,,6999.0,6999.0,0.0,2353,
3060170,"0 .. 20,000",77,0,77,0,,,299.0,299.0,0.0,13,
2790660,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
3431040,"100,000 .. 200,000",83,64,77,93,,,299.0,299.0,0.0,173,
2096600,"1,000,000 .. 2,000,000",410,206,407,206,,,2999.0,2999.0,0.0,79,
2647830,"0 .. 20,000",0,0,0,0,,,799.0,799.0,0.0,0,
206440,"2,000,000 .. 5,000,000",218,99,210,198,,,299.0,999.0,70.0,86,
1433140,"200,000 .. 500,000",5341,997,1257,1678,,,1999.0,1999.0,0.0,336,
1256670,"1,000,000 .. 2,000,000",4330,361,1215,365,,,2999.0,2999.0,0.0,1299,
266840,"2,000,000 .. 5,000,000",1510,0,471,0,,,2999.0,2999.0,0.0,804,
366220,"200,000 .. 500,000",820,0,89,0,,,2249.0,2999.0,25.0,148,
953580,"100,000 .. 200,000",3576,0,2329,0,,,2999.0,2999.0,0.0,21,
19680,"1,000,000 .. 2,000,000",364,50,128,71,,,999.0,999.0,0.0,260,
1613285,"0 .. 20,000",0,0,0,0,,,299.0,299.0,0.0,0,
1817070,"2,000,000 .. 5,000,000",1673,167,1398,196,,,5999.0,5999.0,0.0,1190,
1545560,"200,000 .. 500,000",1477,326,783,365,,,1999.0,3999.0,50.0,273,
1547000,"500,000 .. 1,000,000",1573,1590,1076,1593,,,5999.0,5999.0,0.0,330,
1687950,"2,000,000 .. 5,000,000",3988,759,3083,433,,,5999.0,5999.0,0.0,4994,
3359740,"0 .. 20,000",0,0,0,0,,,,,,0,
489630,"1,000,000 .. 2,000,000",763,307,93,126,,,3999.0,3999.0,0.0,1326,
476600,"2,000,000 .. 5,000,000",526,20,375,20,,,5999.0,5999.0,0.0,298,
3015760,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
341940,"1,000,000 .. 2,000,000",309,44,143,63,,,299.0,599.0,50.0,67,
2640,"200,000 .. 500,000",399,0,283,0,,,1999.0,1999.0,0.0,17,
414700,"1,000,000 .. 2,000,000",719,47,197,75,,,1999.0,1999.0,0.0,119,
1167630,"2,000,000 .. 5,000,000",1528,118,393,105,,,2999.0,2999.0,0.0,1984,
1063660,"500,000 .. 1,000,000",257,3,147,3,,,989.0,2999.0,67.0,62,
2695150,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
341800,"1,000,000 .. 2,000,000",251,40,126,52,,,1499.0,1499.0,0.0,148,
460430,"100,000 .. 200,000",573,50,457,50,,,1999.0,1999.0,0.0,4,
1432860,"500,000 .. 1,000,000",1735,821,1151,821,,,2499.0,2499.0,0.0,653,
2405060,"100,000 .. 200,000",425,0,592,0,,,2499.0,2499.0,0.0,58,
505460,"1,000,000 .. 2,000,000",3176,795,490,984,,,2999.0,2999.0,0.0,2821,
1359090,"500,000 .. 1,000,000",468,54,268,54,,,999.0,999.0,0.0,75,
531131,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
1203190,"50,000 .. 100,000",232,101,138,141,,,2999.0,2999.0,0.0,129,
418240,"1,000,000 .. 2,000,000",707,54,192,54,,,399.0,3999.0,90.0,218,
1133870,"100,000 .. 200,000",74,1,43,1,,,2999.0,2999.0,0.0,63,
2311920,"0 .. 20,000",0,0,0,0,,,2999.0,2999.0,0.0,0,
17480,"1,000,000 .. 2,000,000",1429,30,263,30,,,1988.0,1988.0,0.0,362,
24790,"500,000 .. 1,000,000",852,0,281,0,,,1988.0,1988.0,0.0,276,
3181470,"0 .. 20,000",301,175,301,175,,,99.0,99.0,0.0,51,
321360,"500,000 .. 1,000,000",1216,0,648,0,,,1299.0,1299.0,0.0,34,
648350,"2,000,000 .. 5,000,000",1542,81,698,159,,,1124.0,4499.0,75.0,260,
1084160,"200,000 .. 500,000",1911,7,857,7,,,4499.0,4499.0,0.0,363,
362890,"2,000,000 .. 5,000,000",915,322,462,389,,,1999.0,1999.0,0.0,907,
304430,"2,000,000 .. 5,000,000",328,215,227,224,,,1999.0,1999.0,0.0,129,
1120300,"0 .. 20,000",0,0,0,0,,,5999.0,5999.0,0.0,0,
913740,"200,000 .. 500,000",414,0,154,0,,,1999.0,1999.0,0.0,23,
333420,"1,000,000 .. 2,000,000",3410,30,783,32,,,1999.0,1999.0,0.0,446,
2187290,"500,000 .. 1,000,000",648,0,396,0,,,699.0,699.0,0.0,83,
504230,"2,000,000 .. 5,000,000",1183,415,344,118,,,1999.0,1999.0,0.0,1174,
47700,"100,000 .. 200,000",256,0,96,0,,,1988.0,1988.0,0.0,8,
2141580,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
2555420,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
635260,"2,000,000 .. 5,000,000",2520,244,947,211,,,1499.0,1499.0,0.0,1658,
1532200,"100,000 .. 200,000",305,119,328,119,,,1999.0,1999.0,0.0,13,
32370,"2,000,000 .. 5,000,000",837,61,181,61,,,999.0,999.0,0.0,424,
1072040,"100,000 .. 200,000",1833,0,1752,0,,,1999.0,3999.0,50.0,559,
436150,"2,000,000 .. 5,000,000",847,402,102,727,,,0.0,0.0,0.0,1053,
3431040,"100,000 .. 200,000",83,64,77,93,,,299.0,299.0,0.0,173,
2600880,"0 .. 20,000",0,0,0,0,,,1049.0,1499.0,30.0,0,
2195410,"100,000 .. 200,000",543,0,547,0,,,1799.0,2999.0,40.0,31,
3159170,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
2868420,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
418240,"1,000,000 .. 2,000,000",707,54,192,54,,,399.0,3999.0,90.0,218,
2014780,"100,000 .. 200,000",624,331,748,331,,,5999.0,5999.0,0.0,489,
816340,"200,000 .. 500,000",1058,0,728,0,,,1499.0,1499.0,0.0,136,
261640,"2,000,000 .. 5,000,000",1410,1339,516,1190,,,399.0,3999.0,90.0,437,
3358360,"0 .. 20,000",0,0,0,0,,,599.0,599.0,0.0,3,
2543180,"100,000 .. 200,000",277,277,305,305,,,1799.0,1999.0,10.0,4352,
2187220,"100,000 .. 200,000",3200,1060,2644,1060,,,2499.0,4999.0,50.0,249,
1263550,"200,000 .. 500,000",142,0,79,0,,,0.0,0.0,0.0,79,
262060,"2,000,000 .. 5,000,000",2043,151,581,180,,,2499.0,2499.0,0.0,3848,
759740,"200,000 .. 500,000",1009,40,419,40,,,449.0,2999.0,85.0,23,
1090850,"0 .. 20,000",0,0,0,0,,,7999.0,7999.0,0.0,0,
1629520,"200,000 .. 500,000",608,81,252,122,,,749.0,1499.0,50.0,422,
1816550,"0 .. 20,000",0,0,0,0,,,3999.0,3999.0,0.0,0,
1173820,"500,000 .. 1,000,000",1350,475,1034,862,,,1799.0,1799.0,0.0,174,
1270720,"0 .. 20,000",0,0,0,0,,,1349.0,2999.0,55.0,0,
1987080,"1,000,000 .. 2,000,000",457,65,267,65,,,699.0,699.0,0.0,237,
1545560,"200,000 .. 500,000",1477,326,783,365,,,1999.0,3999.0,50.0,273,
2168680,"100,000 .. 200,000",683,535,751,636,,,1799.0,1799.0,0.0,438,
1776780,"0 .. 20,000",0,0,0,0,,,1399.0,1999.0,30.0,0,
501300,"500,000 .. 1,000,000",145,118,133,127,,,499.0,1999.0,75.0,70,
3572140,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
2195410,"100,000 .. 200,000",543,0,547,0,,,1799.0,2999.0,40.0,31,
976310,"2,000,000 .. 5,000,000",1312,174,489,232,,,4999.0,4999.0,0.0,1026,
1009560,"500,000 .. 1,000,000",762,108,207,140,,,299.0,1999.0,85.0,93,
3150440,"50,000 .. 100,000",1610,207,1610,207,,,1199.0,1199.0,0.0,1256,
3028020,"0 .. 20,000",0,0,0,0,,,1099.0,1099.0,0.0,0,
1715280,"20,000 .. 50,000",248,0,314,0,,,3499.0,3499.0,0.0,11,
3498090,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
3604340,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
1563180,"200,000 .. 500,000",466,240,393,240,,,1999.0,1999.0,0.0,45,
17330,"1,000,000 .. 2,000,000",264,0,239,0,,,1999.0,1999.0,0.0,5,
1097200,"500,000 .. 1,000,000",224,0,225,0,,,999.0,2499.0,60.0,26,
506971,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
986130,"500,000 .. 1,000,000",817,75,394,84,,,2499.0,2499.0,0.0,286,
2698780,"200,000 .. 500,000",2310,425,977,632,,,2999.0,2999.0,0.0,261,
2058030,"0 .. 20,000",0,0,0,0,,,2699.0,2999.0,10.0,0,
2756920,"100,000 .. 200,000",344,333,338,384,,,1799.0,1799.0,0.0,133,
1582650,"200,000 .. 500,000",255,0,388,0,,,1749.0,2499.0,30.0,40,
501300,"500,000 .. 1,000,000",145,118,133,127,,,499.0,1999.0,75.0,70,
2972680,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
1961950,"50,000 .. 100,000",699,0,834,0,,,2499.0,2499.0,0.0,19,
1796790,"100,000 .. 200,000",462,0,756,0,,,1699.0,1999.0,15.0,194,
1726380,"0 .. 20,000",0,0,0,0,,,1299.0,1299.0,0.0,0,
2114740,"500,000 .. 1,000,000",929,318,1091,510,,,2999.0,2999.0,0.0,202,
2661270,"0 .. 20,000",0,0,0,0,,,799.0,799.0,0.0,0,
1262460,"100,000 .. 200,000",1364,549,1295,985,,,1999.0,1999.0,0.0,242,
1613281,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
1281590,"500,000 .. 1,000,000",404,0,345,0,,,2999.0,2999.0,0.0,44,
1151050,"50,000 .. 100,000",179,0,153,0,,,999.0,999.0,0.0,9,
942290,"0 .. 20,000",0,0,0,0,,,449.0,1499.0,70.0,0,
265550,"1,000,000 .. 2,000,000",820,5,388,5,,,2999.0,2999.0,0.0,136,
3112270,"0 .. 20,000",0,0,0,0,,,1299.0,1299.0,0.0,0,
2918150,"200,000 .. 500,000",86,30,80,30,,,0.0,0.0,0.0,1469,
2719160,"100,000 .. 200,000",813,522,857,522,,,1999.0,1999.0,0.0,155,
606150,"2,000,000 .. 5,000,000",634,176,301,176,,,1999.0,1999.0,0.0,127,
1120320,"100,000 .. 200,000",421,47,218,74,,,699.0,1999.0,65.0,37,
